Timestamp;Voltage (V);Current (A);Power (W);Frequency;Import Energy (kWh);Export Energy (kWh);Total Energy (kWh)
16/12/2024 16:00;227.526703;1.450385;285,822845;50.000000;5.410000;0.008000;5,418
16/12/2024 16:00;227.320572;1.423417;285,484344;50.048878;5.410000;0.008000;5,419
16/12/2024 16:00;227.655106;1.428035;285,013123;50.000000;5.411000;0.008000;5,419
16/12/2024 16:00;227.667770;1.441195;284,633148;50.000000;5.412000;0.008000;5,42
16/12/2024 16:00;227.926193;1.436254;284,617371;50.000000;5.412000;0.008000;5,42
16/12/2024 16:00;227.886963;1.438401;283,779449;50.000000;5.413000;0.008000;5,421
16/12/2024 16:01;227.930359;1.440099;283,882324;50.000000;5.413000;0.008000;5,422
16/12/2024 16:01;228.012436;1.430604;282,971375;50.000000;5.414000;0.008000;5,422
16/12/2024 16:01;227.921646;1.429430;282,781403;49.951218;5.415000;0.008000;5,423
16/12/2024 16:01;227.885086;1.423354;282,739899;50.000000;5.415000;0.008000;5,423
16/12/2024 16:01;227.527969;1.429278;282,342529;50.000000;5.416000;0.008000;5,424
16/12/2024 16:01;227.785583;1.434265;281,922729;49.951218;5.416000;0.008000;5,424
16/12/2024 16:01;227.757690;1.410655;281,585876;50.000000;5.417000;0.008000;5,425
16/12/2024 16:01;227.561798;1.412269;281,446503;49.951218;5.417000;0.008000;5,426
16/12/2024 16:02;227.574738;1.427050;281,291351;50.000000;5.418000;0.008000;5,426
16/12/2024 16:02;227.567612;1.407690;280,47583;49.951218;5.419000;0.008000;5,427
16/12/2024 16:02;227.593521;1.418777;280,496582;50.000000;5.419000;0.008000;5,427
16/12/2024 16:02;227.683670;1.427401;279,788055;50.000000;5.420000;0.008000;5,428
16/12/2024 16:02;227.576004;1.409996;279,813782;50.000000;5.420000;0.008000;5,429
16/12/2024 16:02;227.778244;1.447790;184,314941;50.048878;5.421000;0.008000;5,429
16/12/2024 16:02;227.487183;1.425572;279,692657;50.000000;5.422000;0.008000;5,43
16/12/2024 16:02;227.335892;1.424732;279,006531;50.000000;5.422000;0.008000;5,43
16/12/2024 16:03;227.201248;1.533581;318,129791;50.048878;5.423000;0.008000;5,431
16/12/2024 16:03;227.268631;1.519435;317,087769;50.000000;5.423000;0.008000;5,432
16/12/2024 16:03;227.734238;1.407276;277,864136;50.000000;5.424000;0.008000;5,432
16/12/2024 16:03;227.745209;1.415452;277,387909;50.000000;5.425000;0.008000;5,433
16/12/2024 16:03;227.830612;1.399067;277,772858;50.048878;5.425000;0.008000;5,433
16/12/2024 16:03;227.788483;1.383813;277,228638;50.000000;5.426000;0.008000;5,434
16/12/2024 16:03;228.086380;0.596243;296,073853;50.000000;5.426000;0.008000;5,434
16/12/2024 16:03;227.835144;1.523147;316,38092;50.000000;5.427000;0.008000;5,435
16/12/2024 16:04;227.908829;1.517131;315,432648;50.000000;5.428000;0.008000;5,436
16/12/2024 16:04;227.850967;1.521599;314,266174;50.000000;5.428000;0.008000;5,436
16/12/2024 16:04;227.841507;1.521538;314,464447;49.951218;5.429000;0.008000;5,437
16/12/2024 16:04;227.821106;1.518609;313,335327;49.951218;5.430000;0.008000;5,438
16/12/2024 16:04;227.843964;1.503159;313,166077;50.000000;5.430000;0.008000;5,438
16/12/2024 16:04;227.740250;1.498754;312,811829;50.000000;5.431000;0.008000;5,439
16/12/2024 16:04;227.786636;1.505589;312,275879;50.000000;5.432000;0.008000;5,44
16/12/2024 16:04;227.756683;1.502488;312,027802;50.048878;5.432000;0.008000;5,44
16/12/2024 16:05;227.672989;1.498188;311,419678;50.000000;5.433000;0.008000;5,441
16/12/2024 16:05;227.674637;1.491235;311,157501;50.000000;5.434000;0.008000;5,442
16/12/2024 16:05;227.794022;0.317135;36,118305;49.951218;5.434000;0.008000;5,442
16/12/2024 16:05;227.873856;0.887670;230,705002;50.000000;5.434000;0.008000;5,442
16/12/2024 16:05;227.393661;1.230247;35,908405;49.951218;5.435000;0.008000;5,443
16/12/2024 16:05;228.758301;1.519726;313,925201;50.000000;5.435000;0.008000;5,444
16/12/2024 16:05;227.487152;1.510262;311,543304;50.000000;5.436000;0.008000;5,444
16/12/2024 16:05;227.382080;1.509658;311,040527;50.000000;5.437000;0.008000;5,445
16/12/2024 16:06;227.241592;1.508765;310,108032;50.000000;5.437000;0.008000;5,446
16/12/2024 16:06;227.148468;1.499716;309,92218;49.951218;5.438000;0.008000;5,446
16/12/2024 16:06;227.106857;1.503923;309,728882;50.000000;5.439000;0.008000;5,447
16/12/2024 16:06;227.380310;1.501442;309,89978;50.000000;5.439000;0.008000;5,447
16/12/2024 16:06;227.530930;1.500532;309,138184;50.000000;5.440000;0.008000;5,448
16/12/2024 16:06;227.512573;1.497771;308,827057;50.000000;5.441000;0.008000;5,449
16/12/2024 16:06;227.316208;1.522641;308,684357;50.000000;5.441000;0.008000;5,449
16/12/2024 16:07;227.439865;1.495503;308,129333;50.000000;5.442000;0.008000;5,45
16/12/2024 16:07;227.605545;1.494116;308,079559;50.000000;5.443000;0.008000;5,451
16/12/2024 16:07;227.588470;1.492748;307,21756;50.000000;5.443000;0.008000;5,451
16/12/2024 16:07;227.549149;1.485650;307,278961;50.000000;5.444000;0.008000;5,452
16/12/2024 16:07;227.613708;1.487219;306,637634;50.000000;5.445000;0.008000;5,453
16/12/2024 16:07;227.662842;1.353305;283,333923;50.000000;5.445000;0.008000;5,453
16/12/2024 16:07;227.988632;1.284284;222,96199;50.000000;5.446000;0.008000;5,454
16/12/2024 16:07;227.620758;1.393547;308,256256;50.000000;5.446000;0.008000;5,454
16/12/2024 16:08;227.745316;1.065716;38,588139;50.000000;5.447000;0.008000;5,455
16/12/2024 16:08;228.674423;1.509321;311,429626;50.000000;5.447000;0.008000;5,455
16/12/2024 16:08;228.289032;0.301480;32,993885;49.951218;5.447000;0.008000;5,455
16/12/2024 16:08;229.240524;0.362489;43,923542;50.000000;5.447000;0.008000;5,455
16/12/2024 16:08;229.072220;0.317601;38,171661;50.000000;5.447000;0.008000;5,455
16/12/2024 16:08;229.083267;0.319665;38,090355;49.951218;5.447000;0.008000;5,455
16/12/2024 16:08;228.980988;0.316550;37,921108;49.951218;5.447000;0.008000;5,455
16/12/2024 16:08;229.095642;0.317107;38,018177;50.000000;5.448000;0.008000;5,456
